BN	TN	SubNum	hand	isTrain	isChanged	symbol	cue	isMasked	digitChangePos	digitChangeValue	precueTime	windowSize	press1	press2	press3	press4	press5	press6	press7	RT	ET	MT	isError	timingError	points	response1	response2	response3	response4	response5	response6	response7	handPressed1	handPressed2	handPressed3	handPressed4	handPressed5	handPressed6	handPressed7	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	timeThreshold	timeThresholdSuper	startTime	startTimeReal	trialDur	startTR	startTRtime	useMetronome	isCross	crossTime
37	11	2	2	1	0	#	3254124	1	-1	0	735	1	3	2	5	4	1	2	4	795	4595	3800	1	0	0	3	2	4	3	1	2	3	2	2	2	2	2	2	2	1530	1775	2070	2255	3255	3425	5020	3500	2940	0	-1	8545	-1	-1	0	0	0
37	12	2	2	0	0	%	4243515	0	-1	0	738	1	4	2	4	3	5	1	5	1005	5210	4205	0	0	1	4	2	4	3	5	1	5	2	2	2	2	2	2	2	1745	2470	3130	3785	4405	4985	5715	3500	2940	0	-1	9165	-1	-1	0	0	0
37	13	2	2	0	0	%	4523531	0	-1	0	847	1	4	5	2	3	5	3	1	865	4700	3835	0	0	1	4	5	2	3	5	3	1	2	2	2	2	2	2	2	1715	2255	2870	3535	4135	4800	5340	3500	2940	0	-1	8765	-1	-1	0	0	0
37	14	2	2	0	0	%	5124523	0	-1	0	783	2	5	1	2	4	5	2	3	1170	4075	2905	0	0	1	5	1	2	4	5	2	3	2	2	2	2	2	2	2	1955	2425	2870	3390	3865	4285	4665	3500	2940	0	-1	8075	-1	-1	0	0	0
37	15	2	2	1	0	#	3254124	0	-1	0	619	3	3	2	5	4	1	2	4	910	2960	2050	0	0	2	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1530	1800	2125	2380	2760	3045	3370	3500	2940	0	-1	6795	-1	-1	0	0	0
37	16	2	2	1	0	$	3241513	0	-1	0	775	1	3	2	4	1	5	1	3	680	4940	4260	0	0	1	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1455	1820	3210	3905	4470	5120	5530	3500	2940	0	-1	8930	-1	-1	0	0	0
37	17	2	2	0	0	%	3524125	0	-1	0	771	3	3	5	2	4	1	2	5	1190	4085	2895	0	0	1	3	5	2	4	1	2	5	2	2	2	2	2	2	2	1965	2385	2810	3365	3945	4300	4635	3500	2940	0	-1	8075	-1	-1	0	0	0
37	18	2	2	0	0	%	2134151	0	-1	0	726	7	2	1	3	4	1	5	1	1385	5535	4150	0	0	1	2	1	3	4	1	5	1	2	2	2	2	2	2	2	2115	2590	3240	4540	5080	5515	5980	3500	2940	0	-1	9480	-1	-1	0	0	0
37	19	2	2	1	0	$	3241513	0	-1	0	901	7	3	2	4	1	5	1	3	810	2770	1960	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1715	1980	2375	2670	2990	3260	3470	3500	2940	0	-1	6890	-1	-1	0	0	0
37	20	2	2	1	0	#	3254124	0	-1	0	879	2	3	2	5	4	1	2	4	770	3090	2320	0	0	2	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1650	1905	2795	3035	3320	3495	3715	3500	2940	0	-1	7185	-1	-1	0	0	0
37	21	2	2	1	0	$	3241513	0	-1	0	793	3	3	2	4	1	5	1	3	735	2835	2100	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1530	1775	2355	2700	2945	3185	3380	3500	2940	0	-1	6845	-1	-1	0	0	0
37	22	2	2	1	0	#	3254124	1	-1	0	688	7	3	2	5	4	1	2	4	480	1945	1465	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1170	1370	1640	1800	2080	2225	2405	3500	2940	0	-1	5850	-1	-1	0	0	0
37	23	2	2	1	0	$	3241513	0	-1	0	836	2	3	2	4	1	5	1	3	495	1970	1475	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1335	1540	1790	2025	2255	2450	2585	3500	2940	0	-1	6025	-1	-1	0	0	0
37	24	2	2	1	0	$	3241513	1	-1	0	881	3	3	2	4	1	5	1	3	385	2125	1740	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1270	1475	1755	2025	2330	2565	2745	3500	2940	0	-1	6225	-1	-1	0	0	0
38	1	2	2	0	0	%	5412434	0	-1	0	634	7	5	4	1	2	4	3	4	985	3450	2465	0	0	1	5	4	1	2	4	3	4	2	2	2	2	2	2	2	1620	1855	2205	2755	3255	3605	3860	3244.5	3028.2	0	-1	7300	-1	-1	0	0	0
38	2	2	2	1	0	$	3241513	0	-1	0	841	3	3	2	4	1	5	1	3	1305	3695	2390	0	0	1	3	2	4	1	5	1	3	2	2	2	2	2	2	2	2150	2425	2745	3075	3360	4010	4300	3244.5	3028.2	0	-1	7755	-1	-1	0	0	0
38	3	2	2	1	0	#	3254124	1	-1	0	966	3	3	2	5	4	1	2	4	875	2770	1895	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1845	2145	2700	2895	3205	3355	3510	3244.5	3028.2	0	-1	6955	-1	-1	0	0	0
38	4	2	2	1	0	#	3254124	0	-1	0	764	7	3	2	5	4	1	2	4	710	2345	1635	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1475	1720	2005	2115	2500	2675	2875	3244.5	3028.2	0	-1	6325	-1	-1	0	0	0
38	5	2	2	1	0	#	3254124	0	-1	0	678	1	3	2	5	4	1	2	4	675	2905	2230	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1355	1635	2050	2325	2700	3070	3390	3244.5	3028.2	0	-1	6800	-1	-1	0	0	0
38	6	2	2	0	0	%	4513242	0	-1	0	722	2	4	5	1	3	2	4	2	1400	3690	2290	0	0	1	4	5	1	3	2	4	2	2	2	2	2	2	2	2	2125	2430	2840	3155	3525	3880	4225	3244.5	3028.2	0	-1	7630	-1	-1	0	0	0
38	7	2	2	1	0	#	3254124	0	-1	0	678	1	3	2	5	4	1	2	4	670	3060	2390	0	0	2	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1350	1640	2095	2450	2835	3190	3555	3244.5	3028.2	0	-1	6955	-1	-1	0	0	0
38	8	2	2	1	0	#	3254124	0	-1	0	764	7	3	2	5	4	1	2	4	845	2290	1445	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1610	1830	2085	2225	2530	2675	2865	3244.5	3028.2	0	-1	6270	-1	-1	0	0	0
38	9	2	2	0	0	%	3141525	0	-1	0	650	2	3	1	4	1	5	2	5	1045	4485	3440	0	0	1	3	1	4	1	5	2	5	2	2	2	2	2	2	2	1695	2065	2340	3460	3860	4315	4855	3244.5	3028.2	0	-1	8350	-1	-1	0	0	0
38	10	2	2	0	0	%	5153254	0	-1	0	742	1	5	1	5	3	2	5	4	570	4290	3720	0	0	1	5	1	5	3	2	5	4	2	2	2	2	2	2	2	1315	1855	2345	3055	3555	4125	4840	3244.5	3028.2	0	-1	8250	-1	-1	0	0	0
38	11	2	2	1	1	#	3254124	0	2	1	969	3	3	2	1	4	1	2	4	750	3760	3010	0	0	1	3	2	1	4	1	2	4	2	2	2	2	2	2	2	1720	1980	2395	3045	4100	4225	4440	3244.5	3028.2	0	-1	7945	-1	-1	0	0	0
38	12	2	2	1	0	$	3241513	1	-1	0	751	7	3	2	4	1	5	1	3	1535	3180	1645	0	0	2	3	2	4	1	5	1	3	2	2	2	2	2	2	2	2290	2525	2825	3115	3345	3570	3720	3244.5	3028.2	0	-1	7150	-1	-1	0	0	0
38	13	2	2	0	0	%	3251343	0	-1	0	744	3	3	2	5	1	3	4	3	1170	3915	2745	0	0	1	3	2	5	1	3	4	3	2	2	2	2	2	2	2	1915	2150	2445	2765	3790	4130	4415	3244.5	3028.2	0	-1	7875	-1	-1	0	0	0
38	14	2	2	1	0	#	3254124	0	-1	0	678	1	3	2	5	4	1	2	4	735	3950	3215	0	0	1	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1415	1680	2735	3355	3755	4070	4425	3244.5	3028.2	0	-1	7845	-1	-1	0	0	0
38	15	2	2	0	0	%	3141525	0	-1	0	650	2	3	1	4	1	5	2	5	1170	3945	2775	0	0	1	3	1	4	1	5	2	5	2	2	2	2	2	2	2	1820	2135	2460	2760	3110	3515	4360	3244.5	3028.2	0	-1	7810	-1	-1	0	0	0
38	16	2	2	0	0	%	4531521	0	-1	0	639	3	4	5	3	1	5	2	1	1095	3800	2705	0	0	1	4	5	3	1	5	2	1	2	2	2	2	2	2	2	1735	1980	2560	3025	3350	3800	4175	3244.5	3028.2	0	-1	7655	-1	-1	0	0	0
38	17	2	2	1	1	$	3241513	0	3	2	763	3	3	2	4	2	5	1	3	750	4310	3560	0	0	1	3	2	4	2	5	1	3	2	2	2	2	2	2	2	1515	1780	2080	3050	3370	4370	4855	3244.5	3028.2	0	-1	8290	-1	-1	0	0	0
38	18	2	2	1	0	$	3241513	0	-1	0	849	7	3	2	4	1	5	1	3	895	2665	1770	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1745	1985	2290	2535	2830	3100	3270	3244.5	3028.2	0	-1	6730	-1	-1	0	0	0
38	19	2	2	1	0	$	3241513	0	-1	0	841	3	3	2	4	1	5	1	3	720	2260	1540	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1565	1795	2050	2320	2545	2755	2885	3244.5	3028.2	0	-1	6320	-1	-1	0	0	0
38	20	2	2	1	0	$	3241513	0	-1	0	849	7	3	2	4	1	5	1	3	735	2165	1430	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1585	1800	2040	2280	2490	2680	2810	3244.5	3028.2	0	-1	6230	-1	-1	0	0	0
38	21	2	2	1	0	#	3254124	1	-1	0	781	1	3	2	5	4	1	2	4	935	2705	1770	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1720	1995	2375	2580	2865	3035	3245	3244.5	3028.2	0	-1	6705	-1	-1	0	0	0
38	22	2	2	1	0	$	3241513	1	-1	0	880	3	3	2	4	1	5	1	3	835	3740	2905	0	0	1	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1715	1995	3480	3725	3975	4235	4395	3244.5	3028.2	0	-1	7835	-1	-1	0	0	0
38	23	2	2	1	0	#	3254124	1	-1	0	996	2	3	2	5	4	1	2	4	875	2485	1610	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1875	2115	2390	2555	2870	3060	3255	3244.5	3028.2	0	-1	6700	-1	-1	0	0	0
38	24	2	2	1	0	#	3254124	0	-1	0	747	2	3	2	5	4	1	2	4	675	2415	1740	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1425	1660	2035	2250	2580	2770	2950	3244.5	3028.2	0	-1	6380	-1	-1	0	0	0
39	1	2	2	0	0	%	5125453	0	-1	0	963	7	5	1	2	5	4	5	3	1135	3470	2335	0	0	1	5	1	2	5	4	5	3	2	2	2	2	2	2	2	2100	2365	2825	3180	3470	3815	4220	3244.5	3028.2	0	-1	7650	-1	-1	0	0	0
39	2	2	2	1	0	$	3241513	1	-1	0	950	2	3	2	4	1	5	1	3	1030	2990	1960	1	0	0	3	2	5	4	1	2	3	2	2	2	2	2	2	2	1980	2235	2485	2585	3400	3540	3705	3244.5	3028.2	0	-1	7155	-1	-1	0	0	0
39	3	2	2	1	0	#	3254124	0	-1	0	769	3	3	2	5	4	1	2	4	640	2570	1930	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1410	1635	1865	2070	2675	2845	3105	3244.5	3028.2	0	-1	6555	-1	-1	0	0	0
39	4	2	2	0	0	%	3141525	0	-1	0	650	2	3	1	4	1	5	2	5	1060	4495	3435	0	0	1	3	1	4	1	5	2	5	2	2	2	2	2	2	2	1710	2085	2570	2940	3210	3985	4880	3244.5	3028.2	0	-1	8360	-1	-1	0	0	0
39	5	2	2	0	0	%	5412434	0	-1	0	634	7	5	4	1	2	4	3	4	805	2885	2080	0	0	3	5	4	1	2	4	3	4	2	2	2	2	2	2	2	1440	1670	1970	2250	2605	2955	3265	3244.5	3028.2	0	-1	6735	-1	-1	0	0	0
39	6	2	2	0	0	%	5125453	0	-1	0	963	7	5	1	2	5	4	5	3	1535	3690	2155	0	0	1	5	1	2	5	4	5	3	2	2	2	2	2	2	2	2500	2800	3070	3385	3650	3970	4405	3244.5	3028.2	0	-1	7870	-1	-1	0	0	0
39	7	2	2	1	0	#	3254124	1	-1	0	966	3	3	2	5	4	1	2	4	2290	4110	1820	0	0	1	3	2	5	4	1	2	4	2	2	2	2	2	2	2	3260	3520	4005	4210	4520	4685	4855	3244.5	3028.2	0	-1	8295	-1	-1	0	0	0
39	8	2	2	0	0	%	4513242	0	-1	0	722	2	4	5	1	3	2	4	2	1160	3540	2380	0	0	1	4	5	1	3	2	4	2	2	2	2	2	2	2	2	1885	2130	2505	2880	3230	3620	4000	3244.5	3028.2	0	-1	7480	-1	-1	0	0	0
39	9	2	2	1	0	$	3241513	0	-1	0	724	1	3	2	4	1	5	1	3	1070	3940	2870	0	0	1	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1795	2015	3055	3525	3895	4220	4450	3244.5	3028.2	0	-1	7880	-1	-1	0	0	0
39	10	2	2	1	0	#	3254124	1	-1	0	966	3	3	2	5	4	1	2	4	625	2025	1400	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1595	1835	2075	2225	2495	2635	2785	3244.5	3028.2	0	-1	6210	-1	-1	0	0	0
39	11	2	2	1	1	$	3241513	0	2	3	879	3	3	2	3	1	5	1	3	770	3950	3180	0	0	1	3	2	3	1	5	1	3	2	2	2	2	2	2	2	1650	1915	2570	3910	4150	4415	4610	3244.5	3028.2	0	-1	8045	-1	-1	0	0	0
39	12	2	2	0	0	%	3251343	0	-1	0	744	3	3	2	5	1	3	4	3	1270	3755	2485	0	0	1	3	2	5	1	3	4	3	2	2	2	2	2	2	2	2015	2285	2540	2855	3690	3990	4270	3244.5	3028.2	0	-1	7715	-1	-1	0	0	0
39	13	2	2	1	1	$	3241513	0	3	3	967	1	3	2	4	3	5	1	3	645	5075	4430	0	0	1	3	2	4	3	5	1	3	2	2	2	2	2	2	2	1615	1860	2755	3825	4460	5305	5860	3244.5	3028.2	0	-1	9260	-1	-1	0	0	0
39	14	2	2	1	0	#	3254124	0	-1	0	769	3	3	2	5	4	1	2	4	750	2390	1640	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1520	1795	2080	2285	2585	2740	2945	3244.5	3028.2	0	-1	6375	-1	-1	0	0	0
39	15	2	2	1	0	$	3241513	0	-1	0	663	2	3	2	4	1	5	1	3	760	2655	1895	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1425	1720	2120	2435	2670	2930	3060	3244.5	3028.2	0	-1	6535	-1	-1	0	0	0
39	16	2	2	1	0	#	3254124	1	-1	0	649	7	3	2	5	4	1	2	4	715	2245	1530	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1365	1595	1890	2040	2315	2475	2680	3244.5	3028.2	0	-1	6110	-1	-1	0	0	0
39	17	2	2	1	1	$	3241513	0	4	4	898	2	3	2	4	1	4	1	3	655	3310	2655	0	0	1	3	2	4	1	4	1	3	2	2	2	2	2	2	2	1555	1765	2075	2380	3405	3705	4015	3244.5	3028.2	0	-1	7425	-1	-1	0	0	0
39	18	2	2	1	0	$	3241513	1	-1	0	956	1	3	2	4	1	5	1	3	815	2275	1460	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1775	1975	2230	2450	2670	2850	3025	3244.5	3028.2	0	-1	6450	-1	-1	0	0	0
39	19	2	2	0	0	%	5153254	0	-1	0	742	1	5	1	5	3	2	5	4	830	4255	3425	0	0	1	5	1	5	3	2	5	4	2	2	2	2	2	2	2	1575	2005	2460	3095	3625	4220	4845	3244.5	3028.2	0	-1	8215	-1	-1	0	0	0
39	20	2	2	1	1	#	3254124	0	2	3	864	2	3	2	3	4	1	2	4	735	4360	3625	0	0	1	3	2	3	4	1	2	4	2	2	2	2	2	2	2	1600	1815	2740	3070	3925	4620	5035	3244.5	3028.2	0	-1	8440	-1	-1	0	0	0
39	21	2	2	1	0	$	3241513	0	-1	0	849	7	3	2	4	1	5	1	3	1195	3035	1840	0	0	2	3	2	4	1	5	1	3	2	2	2	2	2	2	2	2045	2285	2650	2995	3280	3545	3685	3244.5	3028.2	0	-1	7100	-1	-1	0	0	0
39	22	2	2	1	1	$	3241513	0	2	5	856	2	3	2	5	1	5	1	3	655	4105	3450	0	0	1	3	2	5	1	5	1	3	2	2	2	2	2	2	2	1515	1640	2240	3145	3400	4215	4755	3244.5	3028.2	0	-1	8180	-1	-1	0	0	0
39	23	2	2	1	1	#	3254124	0	3	3	936	7	3	2	5	3	1	2	4	885	3465	2580	0	0	1	3	2	5	3	1	2	4	2	2	2	2	2	2	2	1825	2005	2305	3025	3505	3880	4215	3244.5	3028.2	0	-1	7620	-1	-1	0	0	0
39	24	2	2	0	0	%	5153254	0	-1	0	742	1	5	1	5	3	2	5	4	845	5090	4245	0	0	1	5	1	5	3	2	5	4	2	2	2	2	2	2	2	1590	2210	2690	3410	3985	4545	5610	3244.5	3028.2	0	-1	9050	-1	-1	0	0	0
40	1	2	2	1	0	#	3254124	1	-1	0	781	1	3	2	5	4	1	2	4	1235	3210	1975	0	0	2	3	2	5	4	1	2	4	2	2	2	2	2	2	2	2020	2210	2980	3155	3430	3595	3765	3244.5	3028.2	0	-1	7210	-1	-1	0	0	0
40	2	2	2	0	0	%	5125453	0	-1	0	963	7	5	1	2	5	4	5	3	1180	3430	2250	1	0	0	5	1	2	5	4	5	2	2	2	2	2	2	2	2	2145	2385	2670	2945	3220	3595	3990	3244.5	3028.2	0	-1	7610	-1	-1	0	0	0
40	3	2	2	1	0	$	3241513	1	-1	0	751	7	3	2	4	1	5	1	3	985	2405	1420	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1740	1915	2135	2395	2595	2780	2930	3244.5	3028.2	0	-1	6375	-1	-1	0	0	0
40	4	2	2	0	0	%	5153254	0	-1	0	742	1	5	1	5	3	2	5	4	630	4130	3500	0	0	1	5	1	5	3	2	5	4	2	2	2	2	2	2	2	1375	1805	2275	2905	3500	4090	4690	3244.5	3028.2	0	-1	8090	-1	-1	0	0	0
40	5	2	2	1	1	#	3254124	0	4	3	913	2	3	2	5	4	3	2	4	580	4535	3955	0	0	1	3	2	5	4	3	2	4	2	2	2	2	2	2	2	1495	1715	2135	2410	2910	4270	5230	3244.5	3028.2	0	-1	8665	-1	-1	0	0	0
40	6	2	2	1	0	#	3254124	0	-1	0	747	2	3	2	5	4	1	2	4	620	2690	2070	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1370	1610	2015	2485	2905	3055	3235	3244.5	3028.2	0	-1	6655	-1	-1	0	0	0
40	7	2	2	1	1	#	3254124	0	4	3	910	7	3	2	5	4	3	2	4	770	3990	3220	1	0	0	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1680	1875	2130	2270	2570	3880	4700	3244.5	3028.2	0	-1	8115	-1	-1	0	0	0
40	8	2	2	1	1	#	3254124	0	4	5	683	1	3	2	5	4	5	2	4	520	4260	3740	0	0	1	3	2	5	4	5	2	4	2	2	2	2	2	2	2	1205	1365	1855	2180	2910	3780	4735	3244.5	3028.2	0	-1	8160	-1	-1	0	0	0
40	9	2	2	0	0	%	4342521	0	-1	0	698	1	4	3	4	2	5	2	1	1075	4970	3895	0	0	1	4	3	4	2	5	2	1	2	2	2	2	2	2	2	1775	2340	2780	3370	3935	4760	5415	3244.5	3028.2	0	-1	8885	-1	-1	0	0	0
40	10	2	2	1	0	#	3254124	1	-1	0	966	3	3	2	5	4	1	2	4	1765	3205	1440	0	0	2	3	2	5	4	1	2	4	2	2	2	2	2	2	2	2735	2905	3180	3325	3615	3765	3965	3244.5	3028.2	0	-1	7390	-1	-1	0	0	0
40	11	2	2	0	0	%	4342521	0	-1	0	698	1	4	3	4	2	5	2	1	900	5080	4180	0	0	1	4	3	4	2	5	2	1	2	2	2	2	2	2	2	1600	2305	2925	3550	4125	4845	5525	3244.5	3028.2	0	-1	8995	-1	-1	0	0	0
40	12	2	2	0	0	%	4531521	0	-1	0	639	3	4	5	3	1	5	2	1	1185	3650	2465	1	0	0	4	5	3	1	5	2	2	2	2	2	2	2	2	2	1825	2050	2330	2770	3075	3560	3900	3244.5	3028.2	0	-1	7505	-1	-1	0	0	0
40	13	2	2	1	0	$	3241513	1	-1	0	880	3	3	2	4	1	5	1	3	1165	3000	1835	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	2045	2250	2570	2955	3270	3535	3675	3244.5	3028.2	0	-1	7095	-1	-1	0	0	0
40	14	2	2	1	0	$	3241513	1	-1	0	956	1	3	2	4	1	5	1	3	750	2440	1690	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1710	1920	2225	2480	2720	2915	3105	3244.5	3028.2	0	-1	6615	-1	-1	0	0	0
40	15	2	2	1	0	#	3254124	0	-1	0	764	7	3	2	5	4	1	2	4	775	2670	1895	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1540	1730	1995	2145	2900	3030	3270	3244.5	3028.2	0	-1	6650	-1	-1	0	0	0
40	16	2	2	1	0	#	3254124	0	-1	0	764	7	3	2	5	4	1	2	4	735	2370	1635	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1500	1675	1975	2225	2555	2730	2975	3244.5	3028.2	0	-1	6350	-1	-1	0	0	0
40	17	2	2	1	0	#	3254124	0	-1	0	764	7	3	2	5	4	1	2	4	805	3140	2335	0	0	2	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1570	1800	2125	2315	2735	2915	3655	3244.5	3028.2	0	-1	7120	-1	-1	0	0	0
40	18	2	2	0	0	%	4342521	0	-1	0	698	1	4	3	4	2	5	2	1	795	5210	4415	0	0	1	4	3	4	2	5	2	1	2	2	2	2	2	2	2	1495	2155	2680	3560	4100	4955	5680	3244.5	3028.2	0	-1	9125	-1	-1	0	0	0
40	19	2	2	1	1	#	3254124	0	3	2	777	2	3	2	5	2	1	2	4	605	3940	3335	0	0	1	3	2	5	2	1	2	4	2	2	2	2	2	2	2	1385	1610	2025	2855	3495	4110	4515	3244.5	3028.2	0	-1	7935	-1	-1	0	0	0
40	20	2	2	0	0	%	4513242	0	-1	0	722	2	4	5	1	3	2	4	2	1025	3890	2865	0	0	1	4	5	1	3	2	4	2	2	2	2	2	2	2	2	1750	1960	2325	2995	3340	3860	4405	3244.5	3028.2	0	-1	7830	-1	-1	0	0	0
40	21	2	2	1	1	$	3241513	0	4	3	701	1	3	2	4	1	3	1	3	675	4350	3675	0	0	1	3	2	4	1	3	1	3	2	2	2	2	2	2	2	1380	1605	2055	2390	3275	4085	4860	3244.5	3028.2	0	-1	8270	-1	-1	0	0	0
40	22	2	2	1	1	$	3241513	0	3	3	922	7	3	2	4	3	5	1	3	1040	4460	3420	0	0	1	3	2	4	3	5	1	3	2	2	2	2	2	2	2	1965	2205	2625	3365	4255	4985	5200	3244.5	3028.2	0	-1	8600	-1	-1	0	0	0
40	23	2	2	1	0	#	3254124	1	-1	0	649	7	3	2	5	4	1	2	4	690	2255	1565	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1340	1545	1825	2015	2330	2515	2720	3244.5	3028.2	0	-1	6120	-1	-1	0	0	0
40	24	2	2	1	0	$	3241513	1	-1	0	950	2	3	2	4	1	5	1	3	900	3090	2190	0	0	2	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1850	2120	2835	3080	3375	3600	3815	3244.5	3028.2	0	-1	7255	-1	-1	0	0	0
41	1	2	2	1	0	#	3254124	0	-1	0	769	3	3	2	5	4	1	2	4	770	2445	1675	0	0	3	3	2	5	4	1	2	4	2	2	2	2	2	2	2	1540	1800	2080	2285	2610	2790	2985	3244.5	3028.2	0	-1	6430	-1	-1	0	0	0
41	2	2	2	1	0	$	3241513	0	-1	0	841	3	3	2	4	1	5	1	3	570	2085	1515	0	0	3	3	2	4	1	5	1	3	2	2	2	2	2	2	2	1415	1585	1825	2075	2355	2535	2690	3244.5	3028.2	0	-1	6145	-1	-1	0	0	0
41	3	2	2	0	0	%	4531521	0	-1	0	639	3	4	5	3	1	5	2	1	1120	3770	2650	0	0	1	4	5	3	1	5	2	1	2	2	2	2	2	2	2	1760	2030	2320	2775	3135	3735	4160	3244.5	3028.2	0	-1	7625	-1	-1	0	0	0
