BN	TN	SubNum	hand	isTrain	isChanged	symbol	cue	isMasked	digitChangePos	digitChangeValue	precueTime	windowSize	press1	press2	press3	press4	press5	press6	press7	RT	ET	MT	isError	timingError	points	response1	response2	response3	response4	response5	response6	response7	handPressed1	handPressed2	handPressed3	handPressed4	handPressed5	handPressed6	handPressed7	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	timeThreshold	timeThresholdSuper	startTime	startTimeReal	trialDur	startTR	startTRtime	useMetronome	isCross	crossTime
38	9	4	2	1	1	#	2125341	0	2	4	756	2	2	1	4	5	3	4	1	440	3835	3395	1	0	0	2	1	3	5	3	4	1	2	2	2	2	2	2	2	1200	1405	2485	3100	3565	3935	4460	3150	2940	0	-1	7810	-1	-1	0	0	0
38	10	4	2	1	0	#	2125341	0	-1	0	802	1	2	1	2	5	3	4	1	505	2925	2420	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1310	1685	2090	2455	2675	3080	3590	3150	2940	0	-1	6945	-1	-1	0	0	0
38	11	4	2	1	0	$	3412151	1	-1	0	925	2	3	4	1	2	1	5	1	890	1920	1030	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1815	2005	2145	2290	2480	2600	2735	3150	2940	0	-1	6060	-1	-1	0	0	0
38	12	4	2	0	0	%	2535214	0	-1	0	817	3	2	5	3	5	2	1	4	645	2280	1635	0	0	3	2	5	3	5	2	1	4	2	2	2	2	2	2	2	1465	1775	2035	2305	2520	2730	2995	3150	2940	0	-1	6315	-1	-1	0	0	0
38	13	4	2	1	0	#	2125341	1	-1	0	994	3	2	1	2	5	3	4	1	475	1435	960	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1470	1605	1795	1925	2070	2190	2305	3150	2940	0	-1	5645	-1	-1	0	0	0
38	14	4	2	1	0	$	3412151	1	-1	0	925	2	3	4	1	2	1	5	1	410	1650	1240	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1335	1520	1650	1795	2155	2330	2460	3150	2940	0	-1	5790	-1	-1	0	0	0
38	15	4	2	1	0	#	2125341	1	-1	0	709	2	2	1	2	5	3	4	1	450	1375	925	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1160	1275	1455	1585	1705	1840	1965	3150	2940	0	-1	5300	-1	-1	0	0	0
38	16	4	2	0	0	%	3142545	0	-1	0	959	7	3	1	4	2	5	4	5	710	2660	1950	0	0	3	3	1	4	2	5	4	5	2	2	2	2	2	2	2	1670	2020	2375	2660	2935	3230	3480	3150	2940	0	-1	6835	-1	-1	0	0	0
38	17	4	2	1	0	$	3412151	1	-1	0	923	7	3	4	1	2	1	5	1	450	1370	920	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1375	1505	1610	1755	1990	2085	2205	3150	2940	0	-1	5510	-1	-1	0	0	0
38	18	4	2	1	1	#	2125341	0	2	4	801	3	2	1	4	5	3	4	1	490	2765	2275	0	0	3	2	1	4	5	3	4	1	2	2	2	2	2	2	2	1295	1440	1900	2255	2595	2905	3450	3150	2940	0	-1	6785	-1	-1	0	0	0
38	19	4	2	1	1	#	2125341	0	4	1	648	1	2	1	2	5	1	4	1	505	1510	1005	1	0	0	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1155	1290	1540	1680	1810	1955	2065	3150	2940	0	-1	5375	-1	-1	0	0	0
38	20	4	2	1	0	$	3412151	0	-1	0	991	2	3	4	1	2	1	5	1	525	2060	1535	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1520	1690	1910	2160	2450	2685	2950	3150	2940	0	-1	6270	-1	-1	0	0	0
38	21	4	2	1	0	$	3412151	0	-1	0	733	7	3	4	1	2	1	5	1	495	1690	1195	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1230	1385	1550	1740	2090	2210	2325	3150	2940	0	-1	5640	-1	-1	0	0	0
38	22	4	2	1	0	$	3412151	1	-1	0	925	2	3	4	1	2	1	5	1	480	1470	990	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1405	1565	1745	1875	2070	2175	2290	3150	2940	0	-1	5610	-1	-1	0	0	0
38	23	4	2	1	0	#	2125341	1	-1	0	900	7	2	1	2	5	3	4	1	450	1385	935	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1350	1485	1655	1785	1920	2055	2165	3150	2940	0	-1	5500	-1	-1	0	0	0
38	24	4	2	1	0	$	3412151	0	-1	0	611	1	3	4	1	2	1	5	1	515	2795	2280	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1130	1415	1790	2340	2770	3090	3295	3150	2940	0	-1	6625	-1	-1	0	0	0
39	1	4	2	1	0	$	3412151	0	-1	0	733	7	3	4	1	2	1	5	1	530	2035	1505	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1265	1455	2060	2255	2425	2560	2675	2835	2646	0	-1	5985	-1	-1	0	0	0
39	2	4	2	1	0	$	3412151	0	-1	0	626	3	3	4	1	2	1	5	1	470	1645	1175	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1100	1260	1480	1640	1880	2025	2185	2835	2646	0	-1	5490	-1	-1	0	0	0
39	3	4	2	1	0	#	2125341	0	-1	0	992	7	2	1	2	5	3	4	1	495	1530	1035	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1490	1650	1855	2005	2140	2280	2425	2835	2646	0	-1	5740	-1	-1	0	0	0
39	4	4	2	0	0	%	3124215	0	-1	0	752	1	3	1	2	4	2	1	5	635	3720	3085	0	0	1	3	1	2	4	2	1	5	2	2	2	2	2	2	2	1390	1865	2315	2895	3430	3935	4350	2835	2646	0	-1	7690	-1	-1	0	0	0
39	5	4	2	0	0	%	1253435	0	-1	0	843	2	1	2	5	3	4	3	5	690	2765	2075	0	0	2	1	2	5	3	4	3	5	2	2	2	2	2	2	2	1535	1795	2125	2440	2745	3150	3460	2835	2646	0	-1	6825	-1	-1	0	0	0
39	6	4	2	1	0	#	2125341	0	-1	0	782	2	2	1	2	5	3	4	1	460	1940	1480	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1245	1415	1715	1965	2240	2430	2600	2835	2646	0	-1	5940	-1	-1	0	0	0
39	7	4	2	1	0	#	2125341	0	-1	0	782	2	2	1	2	5	3	4	1	365	2760	2395	0	0	2	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1150	1280	1980	2255	2860	3180	3450	2835	2646	0	-1	6760	-1	-1	0	0	0
39	8	4	2	1	0	$	3412151	1	-1	0	923	7	3	4	1	2	1	5	1	625	1590	965	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1550	1710	1835	1990	2175	2290	2405	2835	2646	0	-1	5730	-1	-1	0	0	0
39	9	4	2	1	0	$	3412151	1	-1	0	713	3	3	4	1	2	1	5	1	425	1240	815	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1140	1280	1400	1515	1670	1760	1865	2835	2646	0	-1	5170	-1	-1	0	0	0
39	10	4	2	0	0	%	3435213	0	-1	0	966	1	3	4	3	5	2	1	3	585	3985	3400	0	0	1	3	4	3	5	2	1	3	2	2	2	2	2	2	2	1555	2395	2950	3415	3855	4280	4820	2835	2646	0	-1	8170	-1	-1	0	0	0
39	11	4	2	1	0	$	3412151	0	-1	0	611	1	3	4	1	2	1	5	1	525	2160	1635	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1140	1300	1805	2185	2435	2565	2675	2835	2646	0	-1	5990	-1	-1	0	0	0
39	12	4	2	1	0	$	3412151	0	-1	0	733	7	3	4	1	2	1	5	1	515	1475	960	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1250	1410	1575	1725	1900	2025	2110	2835	2646	0	-1	5425	-1	-1	0	0	0
39	13	4	2	1	0	$	3412151	1	-1	0	769	1	3	4	1	2	1	5	1	700	1520	820	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1470	1610	1690	1815	1980	2080	2200	2835	2646	0	-1	5505	-1	-1	0	0	0
39	14	4	2	0	0	%	3425212	0	-1	0	765	7	3	4	2	5	2	1	2	825	2510	1685	0	0	3	3	4	2	5	2	1	2	2	2	2	2	2	2	2	1590	1885	2160	2395	2645	2955	3160	2835	2646	0	-1	6490	-1	-1	0	0	0
39	15	4	2	0	0	%	4143512	0	-1	0	970	2	4	1	4	3	5	1	2	800	2645	1845	0	0	3	4	1	4	3	5	1	2	2	2	2	2	2	2	2	1770	2045	2315	2625	2950	3255	3510	2835	2646	0	-1	6830	-1	-1	0	0	0
39	16	4	2	1	1	#	2125341	0	3	4	830	3	2	1	2	4	3	4	1	465	2170	1705	0	0	3	2	1	2	4	3	4	1	2	2	2	2	2	2	2	1295	1440	1655	2050	2360	2665	2885	2835	2646	0	-1	6215	-1	-1	0	0	0
39	17	4	2	1	0	$	3412151	0	-1	0	611	1	3	4	1	2	1	5	1	740	2010	1270	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1355	1555	1795	1975	2245	2405	2535	2835	2646	0	-1	5840	-1	-1	0	0	0
39	18	4	2	1	0	#	2125341	1	-1	0	994	3	2	1	2	5	3	4	1	405	1285	880	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1400	1555	1695	1810	1935	2055	2170	2835	2646	0	-1	5495	-1	-1	0	0	0
39	19	4	2	1	1	$	3412151	0	2	5	996	7	3	4	5	2	1	5	1	460	2490	2030	0	0	3	3	4	5	2	1	5	1	2	2	2	2	2	2	2	1460	1635	2055	2470	2840	3145	3375	2835	2646	0	-1	6705	-1	-1	0	0	0
39	20	4	2	1	0	$	3412151	0	-1	0	611	1	3	4	1	2	1	5	1	465	2030	1565	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1080	1310	1795	2160	2360	2455	2555	2835	2646	0	-1	5860	-1	-1	0	0	0
39	21	4	2	1	1	#	2125341	0	2	3	973	7	2	1	3	5	3	4	1	675	2595	1920	0	0	3	2	1	3	5	3	4	1	2	2	2	2	2	2	2	1650	1780	2215	2475	2745	3095	3455	2835	2646	0	-1	6785	-1	-1	0	0	0
39	22	4	2	1	0	#	2125341	0	-1	0	782	2	2	1	2	5	3	4	1	480	1990	1510	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1265	1570	1800	2050	2260	2430	2695	2835	2646	0	-1	5990	-1	-1	0	0	0
39	23	4	2	1	0	#	2125341	0	-1	0	992	7	2	1	2	5	3	4	1	610	1535	925	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1605	1720	1925	2055	2210	2325	2445	2835	2646	0	-1	5745	-1	-1	0	0	0
39	24	4	2	1	1	#	2125341	0	4	1	716	7	2	1	2	5	1	4	1	460	2375	1915	1	0	0	2	1	2	5	3	1	1	2	2	2	2	2	2	2	1180	1295	1445	1570	1720	2445	3000	2835	2646	0	-1	6310	-1	-1	0	0	0
40	1	4	2	1	0	#	2125341	1	-1	0	994	3	2	1	2	5	3	4	1	470	2460	1990	1	0	0	2	1	2	5	3	1	1	2	2	2	2	2	2	2	1465	1590	1755	2495	2680	2935	3345	2131.5	1989.4	0	-1	6670	-1	-1	0	0	0
40	2	4	2	1	0	#	2125341	1	-1	0	924	1	2	1	2	5	3	4	1	455	1395	940	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1380	1520	1670	1805	1930	2060	2190	2131.5	1989.4	0	-1	5535	-1	-1	0	0	0
40	3	4	2	1	1	#	2125341	0	3	1	635	7	2	1	2	1	3	4	1	405	1525	1120	1	0	0	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1040	1170	1300	1460	1790	1915	2045	2131.5	1989.4	0	-1	5375	-1	-1	0	0	0
40	4	4	2	1	0	$	3412151	0	-1	0	991	2	3	4	1	2	1	5	1	405	1915	1510	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1400	1650	1905	2125	2385	2605	2815	2131.5	1989.4	0	-1	6125	-1	-1	0	0	0
40	5	4	2	1	0	#	2125341	1	-1	0	900	7	2	1	2	5	3	4	1	510	1415	905	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1410	1570	1685	1820	1950	2075	2200	2131.5	1989.4	0	-1	5530	-1	-1	0	0	0
40	6	4	2	0	0	%	1253435	0	-1	0	843	2	1	2	5	3	4	3	5	615	2500	1885	0	0	1	1	2	5	3	4	3	5	2	2	2	2	2	2	2	1460	1725	1995	2270	2580	2920	3210	2131.5	1989.4	0	-1	6560	-1	-1	0	0	0
40	7	4	2	1	0	$	3412151	1	-1	0	713	3	3	4	1	2	1	5	1	425	1395	970	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1140	1280	1430	1555	1780	1895	2015	2131.5	1989.4	0	-1	5325	-1	-1	0	0	0
40	8	4	2	1	0	#	2125341	1	-1	0	924	1	2	1	2	5	3	4	1	440	1320	880	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1365	1490	1625	1765	1875	2020	2145	2131.5	1989.4	0	-1	5460	-1	-1	0	0	0
40	9	4	2	1	0	$	3412151	1	-1	0	713	3	3	4	1	2	1	5	1	525	1415	890	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1240	1380	1485	1610	1795	1915	2030	2131.5	1989.4	0	-1	5345	-1	-1	0	0	0
40	10	4	2	1	0	#	2125341	0	-1	0	848	3	2	1	2	5	3	4	1	395	2220	1825	0	0	1	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1245	1395	1545	1730	2385	2650	2965	2131.5	1989.4	0	-1	6285	-1	-1	0	0	0
40	11	4	2	1	1	$	3412151	0	4	3	836	2	3	4	1	2	3	5	1	765	2745	1980	0	0	1	3	4	1	2	3	5	1	2	2	2	2	2	2	2	1605	1865	2110	2390	2910	3205	3470	2131.5	1989.4	0	-1	6800	-1	-1	0	0	0
40	12	4	2	1	0	$	3412151	1	-1	0	923	7	3	4	1	2	1	5	1	485	1455	970	0	0	3	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1410	1545	1685	1815	2095	2190	2295	2131.5	1989.4	0	-1	5595	-1	-1	0	0	0
40	13	4	2	1	0	$	3412151	1	-1	0	769	1	3	4	1	2	1	5	1	440	1820	1380	1	0	0	3	4	1	2	5	1	1	2	2	2	2	2	2	2	1210	1340	1485	1605	1935	2050	2485	2131.5	1989.4	0	-1	5805	-1	-1	0	0	0
40	14	4	2	0	0	%	2535214	0	-1	0	817	3	2	5	3	5	2	1	4	735	2910	2175	1	0	0	2	5	3	5	2	1	3	2	2	2	2	2	2	2	1555	1835	2055	2325	2610	3280	3670	2131.5	1989.4	0	-1	6945	-1	-1	0	0	0
40	15	4	2	0	0	%	4143512	0	-1	0	970	2	4	1	4	3	5	1	2	695	2570	1875	0	0	1	4	1	4	3	5	1	2	2	2	2	2	2	2	2	1665	1940	2205	2550	2885	3160	3430	2131.5	1989.4	0	-1	6755	-1	-1	0	0	0
40	16	4	2	1	0	#	2125341	0	-1	0	782	2	2	1	2	5	3	4	1	490	1990	1500	0	0	2	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1275	1435	1740	1995	2295	2500	2675	2131.5	1989.4	0	-1	5990	-1	-1	0	0	0
40	17	4	2	1	1	$	3412151	0	4	4	687	7	3	4	1	2	4	5	1	515	2350	1835	0	0	1	3	4	1	2	4	5	1	2	2	2	2	2	2	2	1205	1350	1580	1730	2340	2685	2935	2131.5	1989.4	0	-1	6255	-1	-1	0	0	0
40	18	4	2	1	1	$	3412151	0	3	3	755	7	3	4	1	3	1	5	1	485	2290	1805	0	0	1	3	4	1	3	1	5	1	2	2	2	2	2	2	2	1240	1385	1640	2030	2355	2730	2940	2131.5	1989.4	0	-1	6260	-1	-1	0	0	0
40	19	4	2	1	0	#	2125341	0	-1	0	802	1	2	1	2	5	3	4	1	565	3210	2645	0	0	1	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1370	1525	2210	2660	3130	3540	3920	2131.5	1989.4	0	-1	7230	-1	-1	0	0	0
40	20	4	2	1	1	$	3412151	0	3	4	621	2	3	4	1	4	1	5	1	1550	3755	2205	0	0	1	3	4	1	4	1	5	1	2	2	2	2	2	2	2	2175	2435	2700	3405	3660	3980	4215	2131.5	1989.4	0	-1	7595	-1	-1	0	0	0
40	21	4	2	0	0	%	2535214	0	-1	0	817	3	2	5	3	5	2	1	4	665	2555	1890	0	0	1	2	5	3	5	2	1	4	2	2	2	2	2	2	2	1485	1775	2050	2315	2590	2885	3250	2131.5	1989.4	0	-1	6590	-1	-1	0	0	0
40	22	4	2	1	0	#	2125341	1	-1	0	900	7	2	1	2	5	3	4	1	420	1425	1005	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1320	1495	1670	1800	1960	2090	2195	2131.5	1989.4	0	-1	5540	-1	-1	0	0	0
40	23	4	2	1	0	$	3412151	0	-1	0	626	3	3	4	1	2	1	5	1	580	2220	1640	0	0	1	3	4	1	2	1	5	1	2	2	2	2	2	2	2	1210	1345	1550	1750	2325	2570	2730	2131.5	1989.4	0	-1	6065	-1	-1	0	0	0
40	24	4	2	1	1	#	2125341	0	4	1	989	3	2	1	2	5	1	4	1	565	1990	1425	1	0	0	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1555	1725	1975	2130	2300	2465	2880	2131.5	1989.4	0	-1	6195	-1	-1	0	0	0
41	1	4	2	0	0	%	3435213	0	-1	0	966	1	3	4	3	5	2	1	3	785	3985	3200	0	0	1	3	4	3	5	2	1	3	2	2	2	2	2	2	2	1755	2195	2765	3355	3830	4295	4820	2131.5	1989.4	0	-1	8170	-1	-1	0	0	0
41	2	4	2	1	1	$	3412151	0	3	3	604	3	3	4	1	3	1	5	1	455	1925	1470	0	0	3	3	4	1	3	1	5	1	2	2	2	2	2	2	2	1060	1205	1385	1785	2035	2285	2440	2131.5	1989.4	0	-1	5745	-1	-1	0	0	0
41	3	4	2	1	0	#	2125341	1	-1	0	994	3	2	1	2	5	3	4	1	485	1395	910	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1480	1600	1780	1915	2030	2170	2280	2131.5	1989.4	0	-1	5605	-1	-1	0	0	0
41	4	4	2	1	0	#	2125341	1	-1	0	709	2	2	1	2	5	3	4	1	430	1450	1020	0	0	3	2	1	2	5	3	4	1	2	2	2	2	2	2	2	1140	1255	1395	1675	1855	1970	2070	2131.5	1989.4	0	-1	5375	-1	-1	0	0	0
41	5	4	2	1	1	#	2125341	0	3	1	655	2	2	1	2	1	3	4	1	660	2810	2150	0	0	1	2	1	2	1	3	4	1	2	2	2	2	2	2	2	1315	1575	1885	2255	2860	3055	3345	2131.5	1989.4	0	-1	6680	-1	-1	0	0	0
